x1,y1,x2,y2,index1,index2
33,499,458,682,86,40
458,682,686,252,40,191
686,252,360,699,191,49
360,699,675,221,49,188
675,221,437,689,188,42
437,689,415,6,42,156
415,6,339,699,156,51
339,699,633,144,51,180
633,144,262,689,180,58
262,689,181,43,58,134
181,43,66,555,134,80
66,555,17,241,80,110
17,241,679,231,110,189
679,231,54,162,189,118
54,162,171,651,118,67
171,651,349,700,67,50
349,700,508,38,50,165
508,38,60,546,165,81
60,546,689,437,81,8
689,437,295,695,8,55
295,695,458,682,55,40
458,682,700,350,40,0
700,350,126,80,0,128
126,80,468,679,128,39
468,679,686,252,39,191
686,252,597,597,191,25
597,597,80,126,25,122
80,126,162,645,122,68
162,645,555,66,68,170
555,66,686,252,170,191
686,252,597,597,191,25
597,597,671,210,25,187
671,210,252,13,187,141
252,13,508,661,141,35
508,661,612,118,35,177
612,118,20,468,177,89
20,468,697,306,89,196
697,306,639,546,196,19
639,546,693,284,19,194
693,284,349,0,194,150
349,0,415,693,150,44
415,693,24,478,44,88
24,478,661,508,88,15
661,508,349,0,15,150
349,0,13,252,150,109
13,252,102,102,109,125
102,102,698,317,125,197
698,317,306,2,197,146
306,2,639,546,146,19
639,546,697,306,19,196
697,306,573,80,196,172
573,80,4,295,172,105
4,295,33,499,105,86
33,499,508,38,86,165
508,38,200,666,165,64
200,666,33,200,64,114
33,200,393,2,114,154
393,2,699,339,154,199
699,339,468,679,199,39
468,679,284,693,39,56
284,693,699,328,56,198
699,328,295,4,198,145
